pair_index,source,quantized_model,base_model,method,task,contains_disclosed_probe_cell,excluded_or_skipped,reason,n,correctness_column,baseline_accuracy,method_accuracy,net_accuracy_delta,harmful_flip_rate,beneficial_flip_rate,accuracy_state_churn,total_answer_churn,mcnemar_p,tost_equivalent,mdd_80_power,required_n_for_observed_delta_80_power,prompt_pass_rate,run_base_timestamp,run_quantized_timestamp,run_fallback_used
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_virology_5,False,True,no parquet found for task harness_hendrycksTest_virology_5 in runs ['2023_10_23T19_01_32.642131'],,,,,,,,,,,,,,,2023_10_23T19_01_32.642131,2023_08_31T00_30_34.342002,False
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_hendrycksTest_world_religions_5,False,True,no parquet found for task harness_hendrycksTest_world_religions_5 in runs ['2023_10_23T19_01_32.642131'],,,,,,,,,,,,,,,2023_10_23T19_01_32.642131,2023_08_31T00_30_34.342002,False
9,S1,TheBloke/Genz-70b-GPTQ,budecosystem/genz-70b,GPTQ,harness_truthfulqa_mc_0,False,True,no parquet found for task harness_truthfulqa_mc_0 in runs ['2023_10_23T19_01_32.642131'],,,,,,,,,,,,,,,2023_10_23T19_01_32.642131,2023_08_31T00_30_34.342002,False
10,S1,TheBloke/Llama-2-70B-chat-GPTQ,meta-llama/Llama-2-70b-chat-hf,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,0.0,2023_10_17T05_07_42.486452,2023_11_07T22_45_40.943285,False
10,S1,TheBloke/Llama-2-70B-chat-GPTQ,meta-llama/Llama-2-70b-chat-hf,GPTQ,harness_gsm8k_5,False,True,no shared join keys between 1319 base and 1319 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_17T05_07_42.486452,2023_11_07T22_45_40.943285,False
10,S1,TheBloke/Llama-2-70B-chat-GPTQ,meta-llama/Llama-2-70b-chat-hf,GPTQ,harness_winogrande_5,False,True,no shared join keys between 1267 base and 1267 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_17T05_07_42.486452,2023_11_07T22_45_40.943285,False
11,S1,TheBloke/Lemur-70B-Chat-v1-GPTQ,OpenLemur/lemur-70b-chat-v1,GPTQ,harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2023_09_17T13_31_04.707005'],,,,,,,,,,,,,,,2023_09_17T13_31_04.707005,2023_08_31T06_46_13.725525,False
11,S1,TheBloke/Lemur-70B-Chat-v1-GPTQ,OpenLemur/lemur-70b-chat-v1,GPTQ,harness_truthfulqa_mc_0,False,True,no parquet found for task harness_truthfulqa_mc_0 in runs ['2023_09_17T13_31_04.707005'],,,,,,,,,,,,,,,2023_09_17T13_31_04.707005,2023_08_31T06_46_13.725525,False
12,S1,TheBloke/OpenOrca-Platypus2-13B-GPTQ,Open-Orca/OpenOrca-Platypus2-13B,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,1.0,2023_09_22T19_55_50.660601,2023_09_16T19_40_18.805309,False
12,S1,TheBloke/OpenOrca-Platypus2-13B-GPTQ,Open-Orca/OpenOrca-Platypus2-13B,GPTQ,harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2023_09_22T19_55_50.660601'],,,,,,,,,,,,,,,2023_09_22T19_55_50.660601,2023_09_16T19_40_18.805309,False
12,S1,TheBloke/OpenOrca-Platypus2-13B-GPTQ,Open-Orca/OpenOrca-Platypus2-13B,GPTQ,harness_truthfulqa_mc_0,False,True,no parquet found for task harness_truthfulqa_mc_0 in runs ['2023_09_22T19_55_50.660601'],,,,,,,,,,,,,,,2023_09_22T19_55_50.660601,2023_09_16T19_40_18.805309,False
13,S1,TheBloke/Airoboros-L2-70B-2.1-GPTQ,jondurbin/airoboros-l2-70b-2.1,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,0.0,2023_10_22T02_46_34.884332,2023_11_08T02_26_46.433766,False
13,S1,TheBloke/Airoboros-L2-70B-2.1-GPTQ,jondurbin/airoboros-l2-70b-2.1,GPTQ,harness_gsm8k_5,False,True,no shared join keys between 1319 base and 1319 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_22T02_46_34.884332,2023_11_08T02_26_46.433766,False
13,S1,TheBloke/Airoboros-L2-70B-2.1-GPTQ,jondurbin/airoboros-l2-70b-2.1,GPTQ,harness_winogrande_5,False,True,no shared join keys between 1267 base and 1267 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_22T02_46_34.884332,2023_11_08T02_26_46.433766,False
15,S1,TheBloke/manticore-13b-chat-pyg-GPTQ,openaccess-ai-collective/manticore-13b-chat-pyg,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,0.0,2023_09_23T08_58_22.598379,2023_11_07T17_20_44.747146,False
15,S1,TheBloke/manticore-13b-chat-pyg-GPTQ,openaccess-ai-collective/manticore-13b-chat-pyg,GPTQ,harness_gsm8k_5,False,True,no shared join keys between 1319 base and 1319 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_09_23T08_58_22.598379,2023_11_07T17_20_44.747146,False
15,S1,TheBloke/manticore-13b-chat-pyg-GPTQ,openaccess-ai-collective/manticore-13b-chat-pyg,GPTQ,harness_winogrande_5,False,True,no shared join keys between 1267 base and 1267 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_09_23T08_58_22.598379,2023_11_07T17_20_44.747146,False
16,S1,TheBloke/Llama-2-7b-Chat-AWQ,meta-llama/Llama-2-7b-chat-hf,AWQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,1.0,2023_10_15T02_34_15.484281,2023_10_24T01_23_20.549960,False
17,S1,TheBloke/Guanaco-3B-Uncensored-v2-GPTQ,Fredithefish/Guanaco-3B-Uncensored-v2,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,1.0,2023_10_14T16_41_50.908036,2023_10_29T01_04_16.242483,False
17,S1,TheBloke/Guanaco-3B-Uncensored-v2-GPTQ,Fredithefish/Guanaco-3B-Uncensored-v2,GPTQ,harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2023_10_14T16_41_50.908036'],,,,,,,,,,,,,,,2023_10_14T16_41_50.908036,2023_10_29T01_04_16.242483,False
17,S1,TheBloke/Guanaco-3B-Uncensored-v2-GPTQ,Fredithefish/Guanaco-3B-Uncensored-v2,GPTQ,harness_truthfulqa_mc_0,False,True,no parquet found for task harness_truthfulqa_mc_0 in runs ['2023_10_14T16_41_50.908036'],,,,,,,,,,,,,,,2023_10_14T16_41_50.908036,2023_10_29T01_04_16.242483,False
18,S1,TheBloke/WizardLM-7B-uncensored-GPTQ,ehartford/WizardLM-7B-Uncensored,GPTQ,harness_drop_3,False,True,no parquet found for task harness_drop_3 in runs ['2023_12_02T12_59_15.195874'],,,,,,,,,,,,,,,2023_10_18T17_40_08.208255,2023_12_02T12_59_15.195874,False
19,S1,TheBloke/WizardLM-33B-V1.0-Uncensored-GPTQ,ehartford/WizardLM-33b-V1.0-Uncensored,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,1.0,2023_10_12T23_21_17.619828,2023_10_22T20_59_08.755164,False
20,S1,TheBloke/wizard-vicuna-13B-GPTQ,junelee/wizard-vicuna-13b,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,0.0,2023_10_29T14_38_37.071272,2023_11_07T21_40_44.837005,False
20,S1,TheBloke/wizard-vicuna-13B-GPTQ,junelee/wizard-vicuna-13b,GPTQ,harness_gsm8k_5,False,True,no shared join keys between 1319 base and 1319 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_29T14_38_37.071272,2023_11_07T21_40_44.837005,False
20,S1,TheBloke/wizard-vicuna-13B-GPTQ,junelee/wizard-vicuna-13b,GPTQ,harness_winogrande_5,False,True,no shared join keys between 1267 base and 1267 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_29T14_38_37.071272,2023_11_07T21_40_44.837005,False
21,S1,TheBloke/EverythingLM-13B-16K-GPTQ,totally-not-an-llm/EverythingLM-13b-16k,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,0.0,2023_09_23T17_51_49.550032,2023_11_07T12_26_38.184269,False
21,S1,TheBloke/EverythingLM-13B-16K-GPTQ,totally-not-an-llm/EverythingLM-13b-16k,GPTQ,harness_gsm8k_5,False,True,no shared join keys between 1319 base and 1319 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_09_23T17_51_49.550032,2023_11_07T12_26_38.184269,False
21,S1,TheBloke/EverythingLM-13B-16K-GPTQ,totally-not-an-llm/EverythingLM-13b-16k,GPTQ,harness_winogrande_5,False,True,no shared join keys between 1267 base and 1267 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_09_23T17_51_49.550032,2023_11_07T12_26_38.184269,False
22,S1,TheBloke/WizardLM-Uncensored-SuperCOT-StoryTelling-30B-GPTQ,Monero/WizardLM-Uncensored-SuperCOT-StoryTelling-30b,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,0.0,2023_10_15T18_31_20.676081,2023_11_08T02_57_56.626250,False
22,S1,TheBloke/WizardLM-Uncensored-SuperCOT-StoryTelling-30B-GPTQ,Monero/WizardLM-Uncensored-SuperCOT-StoryTelling-30b,GPTQ,harness_gsm8k_5,False,True,no shared join keys between 1319 base and 1319 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_15T18_31_20.676081,2023_11_08T02_57_56.626250,False
22,S1,TheBloke/WizardLM-Uncensored-SuperCOT-StoryTelling-30B-GPTQ,Monero/WizardLM-Uncensored-SuperCOT-StoryTelling-30b,GPTQ,harness_winogrande_5,False,True,no shared join keys between 1267 base and 1267 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_15T18_31_20.676081,2023_11_08T02_57_56.626250,False
23,S1,TheBloke/Wizard-Vicuna-13B-Uncensored-GPTQ,ehartford/Wizard-Vicuna-13B-Uncensored,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,0.0,2023_10_18T17_43_02.527324,2023_11_07T13_33_21.987098,False
23,S1,TheBloke/Wizard-Vicuna-13B-Uncensored-GPTQ,ehartford/Wizard-Vicuna-13B-Uncensored,GPTQ,harness_gsm8k_5,False,True,no shared join keys between 1319 base and 1319 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_18T17_43_02.527324,2023_11_07T13_33_21.987098,False
23,S1,TheBloke/Wizard-Vicuna-13B-Uncensored-GPTQ,ehartford/Wizard-Vicuna-13B-Uncensored,GPTQ,harness_winogrande_5,False,True,no shared join keys between 1267 base and 1267 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_18T17_43_02.527324,2023_11_07T13_33_21.987098,False
24,S1,TheBloke/WizardLM-30B-Uncensored-GPTQ,ehartford/WizardLM-30B-Uncensored,GPTQ,harness_drop_3,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,0.0,2023_10_13T01_45_13.473461,2023_11_07T17_24_26.800307,False
24,S1,TheBloke/WizardLM-30B-Uncensored-GPTQ,ehartford/WizardLM-30B-Uncensored,GPTQ,harness_gsm8k_5,False,True,no shared join keys between 1319 base and 1319 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_13T01_45_13.473461,2023_11_07T17_24_26.800307,False
24,S1,TheBloke/WizardLM-30B-Uncensored-GPTQ,ehartford/WizardLM-30B-Uncensored,GPTQ,harness_winogrande_5,False,True,no shared join keys between 1267 base and 1267 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_13T01_45_13.473461,2023_11_07T17_24_26.800307,False
26,S1,TheBloke/Orca-2-13B-GPTQ,microsoft/Orca-2-13b,GPTQ,harness_drop_3,False,True,no parquet found for task harness_drop_3 in runs ['2023_12_30T00_44_18.166149'],,,,,,,,,,,,,,,2023_12_30T00_44_18.166149,2023_11_25T03_42_21.410226,False
26,S1,TheBloke/Orca-2-13B-GPTQ,microsoft/Orca-2-13b,GPTQ,harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2023_12_30T00_44_18.166149'],,,,,,,,,,,,,,,2023_12_30T00_44_18.166149,2023_11_25T03_42_21.410226,False
26,S1,TheBloke/Orca-2-13B-GPTQ,microsoft/Orca-2-13b,GPTQ,harness_truthfulqa_mc_0,False,True,no acc_norm or acc column in S1 rows (checked top level and the `metrics` struct); task has no binary correctness metric,,,,,,,,,,,,,,1.0,2023_12_30T00_44_18.166149,2023_11_25T03_42_21.410226,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_arc_challenge_25,False,True,no parquet found for task harness_arc_challenge_25 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_gsm8k_5,False,True,no shared join keys between 1319 base and 1319 quantized keyed rows (disjoint item sets),,,,,,,,,,,,,,0.0,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hellaswag_10,False,True,no parquet found for task harness_hellaswag_10 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_5,False,True,no parquet found for task harness_hendrycksTest_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_abstract_algebra_5,False,True,no parquet found for task harness_hendrycksTest_abstract_algebra_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_anatomy_5,False,True,no parquet found for task harness_hendrycksTest_anatomy_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_astronomy_5,False,True,no parquet found for task harness_hendrycksTest_astronomy_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_business_ethics_5,False,True,no parquet found for task harness_hendrycksTest_business_ethics_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_clinical_knowledge_5,False,True,no parquet found for task harness_hendrycksTest_clinical_knowledge_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_college_biology_5,False,True,no parquet found for task harness_hendrycksTest_college_biology_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_college_chemistry_5,False,True,no parquet found for task harness_hendrycksTest_college_chemistry_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_college_computer_science_5,False,True,no parquet found for task harness_hendrycksTest_college_computer_science_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_college_mathematics_5,False,True,no parquet found for task harness_hendrycksTest_college_mathematics_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_college_medicine_5,False,True,no parquet found for task harness_hendrycksTest_college_medicine_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_college_physics_5,False,True,no parquet found for task harness_hendrycksTest_college_physics_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_computer_security_5,False,True,no parquet found for task harness_hendrycksTest_computer_security_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_conceptual_physics_5,False,True,no parquet found for task harness_hendrycksTest_conceptual_physics_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_econometrics_5,False,True,no parquet found for task harness_hendrycksTest_econometrics_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_electrical_engineering_5,False,True,no parquet found for task harness_hendrycksTest_electrical_engineering_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_elementary_mathematics_5,False,True,no parquet found for task harness_hendrycksTest_elementary_mathematics_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_formal_logic_5,False,True,no parquet found for task harness_hendrycksTest_formal_logic_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_global_facts_5,False,True,no parquet found for task harness_hendrycksTest_global_facts_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_high_school_biology_5,False,True,no parquet found for task harness_hendrycksTest_high_school_biology_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_high_school_chemistry_5,False,True,no parquet found for task harness_hendrycksTest_high_school_chemistry_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_high_school_computer_science_5,False,True,no parquet found for task harness_hendrycksTest_high_school_computer_science_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_high_school_european_history_5,False,True,no parquet found for task harness_hendrycksTest_high_school_european_history_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_high_school_geography_5,False,True,no parquet found for task harness_hendrycksTest_high_school_geography_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_high_school_government_and_politics_5,False,True,no parquet found for task harness_hendrycksTest_high_school_government_and_politics_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_high_school_macroeconomics_5,False,True,no parquet found for task harness_hendrycksTest_high_school_macroeconomics_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_high_school_mathematics_5,False,True,no parquet found for task harness_hendrycksTest_high_school_mathematics_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_high_school_microeconomics_5,False,True,no parquet found for task harness_hendrycksTest_high_school_microeconomics_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_high_school_physics_5,False,True,no parquet found for task harness_hendrycksTest_high_school_physics_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_high_school_psychology_5,False,True,no parquet found for task harness_hendrycksTest_high_school_psychology_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_high_school_statistics_5,False,True,no parquet found for task harness_hendrycksTest_high_school_statistics_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_high_school_us_history_5,False,True,no parquet found for task harness_hendrycksTest_high_school_us_history_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_high_school_world_history_5,False,True,no parquet found for task harness_hendrycksTest_high_school_world_history_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_human_aging_5,False,True,no parquet found for task harness_hendrycksTest_human_aging_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_human_sexuality_5,False,True,no parquet found for task harness_hendrycksTest_human_sexuality_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_international_law_5,False,True,no parquet found for task harness_hendrycksTest_international_law_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_jurisprudence_5,False,True,no parquet found for task harness_hendrycksTest_jurisprudence_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
27,S1,TheBloke/orca_mini_v3_13B-GPTQ,psmathur/orca_mini_v3_13b,GPTQ,harness_hendrycksTest_logical_fallacies_5,False,True,no parquet found for task harness_hendrycksTest_logical_fallacies_5 in runs ['2023_10_18T15_47_49.456107'],,,,,,,,,,,,,,,2023_10_18T15_47_49.456107,2023_12_04T12_38_59.699618,False
